file,#,description,eif,value,income-type,income-amount
"Senate-confirmed/Mnuchin, Steven T",22.8,Microsoft Corporation Common Shares,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",22.9,Sears Holding Corporation Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",22.1,"Sears Hometown and Outlet Stores, Inc. Common Shares",N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",22.11,Sears Canada Inc. Common Shares,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",22.12,Sears Holding Corp Warrants,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",22.13,Seritage Growth Properties Common Shares,N/A,"$1,001 - $15,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Mnuchin, Steven T",22.14,Verizon Communications Inc. Common Shares,N/A,"$15,001 - $50,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Mnuchin, Steven T",22.15,Sears Holdings Corp. Bond,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",22.16,U.S. brokerage money market account (institution #2) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",23,EM - U.S. bank account (institution #4) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",24,JM - U.S. bank account (institution #4) (cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",25,DM - U.S. bank account (institution #4) (cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26,Trust F/BO EDM U/I/D 6/17/02,No,,,
"Senate-confirmed/Mnuchin, Steven T",26.1,AT& T Inc. Common Shares,N/A,"$15,001 - $50,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Mnuchin, Steven T",26.2,Fairpoint Communications Inc. Common Shares,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.3,Frontier Communications Corporation Common Shares,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.4,GS Financial Square Treasury Instruments Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.5,GS Financial Square Treasury Obligations Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.6,Idearc Inc. Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.7,Lands' End Inc. Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.8,Microsoft Corporation Common Shares,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",26.9,Sears Holding Corporation Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.1,"Sears Hometown and Outlet Stores, Inc. Common Shares",N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.11,Sears Canada Inc. Common Shares,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.12,Sears Holding Corp Warrants,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",26.13,Seritage Growth Properties Common Shares,N/A,"$1,001 - $15,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Mnuchin, Steven T",26.14,Verizon Communications Inc. Common Shares,N/A,"$15,001 - $50,000",Dividends,"$2,501 - $5,000"
"Senate-confirmed/Mnuchin, Steven T",26.15,Sears Holdings Corp. Bond,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27,The Steven T. Mnuchin Revocable Trust,,,,
"Senate-confirmed/Mnuchin, Steven T",27.1,AT& T Inc. Common Shares,N/A,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Mnuchin, Steven T",27.2,"CIT Group, Inc. Common Shares",N/A,"Over $50,000,000",Dividends,"$1,000,001 - $5,000,000"
"Senate-confirmed/Mnuchin, Steven T",27.3,"CIT Group, Inc. Common Shares",N/A,"None (or less than $1,001)",Capital Gains,"Over $5,000,000"
"Senate-confirmed/Mnuchin, Steven T",27.4,"CIT Group, Inc. Holdback on Merger",N/A,"$5,000,001 - $25,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.5,Comcast Corporation Common Shares,N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Mnuchin, Steven T",27.6,Fairpoint Communications Inc. Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.7,General Electric Co. Common Shares,N/A,"$50,001 - $100,000",Dividends,"$1,001 - $2,500"
"Senate-confirmed/Mnuchin, Steven T",27.8,"The Goldman Sachs Group, Inc. Common Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",27.9,GS Financial Square Money Market Fund,Yes,"None (or less than $1,001)",,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",27.1,GS Financial Square Treasury Obligations Fund,Yes,"$25,000,001 - $50,000,000",,"$50,001 - $100,000"
"Senate-confirmed/Mnuchin, Steven T",27.11,Idearc Inc. Common Shares,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.12,International Business Machines Corp. Common Shares,N/A,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Mnuchin, Steven T",27.13,Lands' End Inc. Common Shares,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.14,Lehman Brothers Holdings Inc. Common Shares,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.15,"Sears Hometown and Outlet Stores, Inc. Common Shares",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.16,Sears Canada Inc. Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.17,Sears Holding Corp Warrants,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.18,Seritage Growth Properties Common Shares,N/A,"$250,001 - $500,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Mnuchin, Steven T",27.19,Verizon Communications Inc. Common Shares,N/A,"$1,000,001 - $5,000,000",Dividends,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",27.2,Sears Holdings Corp. Bond,N/A,"$100,001 - $250,000",Interest,"$5,001 - $15,000"
"Senate-confirmed/Mnuchin, Steven T",27.21,U.S. brokerage money market account (institution #2) (cash),N/A,"$25,000,001 - $50,000,000",Interest,"$50,001 - $100,000"
"Senate-confirmed/Mnuchin, Steven T",27.22,The Blackstone Group L.P. Common Shares,N/A,"$500,001 - $1,000,000",,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",27.23,"Interest in Willem de Kooning Oil Painting ""Untitled III"", 1978",N/A,"$5,000,001 - $25,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24,STM Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.1,U.S. bank account (institution #1) (cash),N/A,"$15,001 - $50,000",Interest,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",27.24.2,GS Financial Square Treasury Obligations Fund,Yes,"$1,000,001 - $5,000,000",,"$2,501 - $5,000"
"Senate-confirmed/Mnuchin, Steven T",27.24.3,U.S. brokerage money market account (institution #2) (cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.4,"iHeart Communications, Inc. Bond",N/A,"$5,000,001 - $25,000,000",Interest,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",27.24.5,Dune Capital Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1,Dune Capital LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.1,U.S. bank account (institution #1) (cash),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.2,Notes Receivable from Dune Entertainment Holdings,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.3,Dune Entertainment Holdings,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.3.1,U.S. bank account (institution #1) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.3.2,Dune Entertainment III LLC,,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.3.2,U.S. bank account (institution #1) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",0.1,,,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.4,Dune Entertainment LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.4.1,U.S. bank account (institution #3) (cash),N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.5.1.5,Notes Receivable from Dune Entertainment LP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.6,Dune Real Estate Partners LLC,No,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1,Dune Real Estate Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.1,"Leonard/Fulton Holdings, LLC (New York City For-Sale Residential)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.2,New York Standard Hotel JV (New York City Hotel),No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.3,"Co-Invest Hamlet Holdings B, LLC (Operating Company)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.3.1,Caesars Acquisition Company Shares,N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.4,"1186 Broadway, LLC (New York City Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.5,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.1.6,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.6.2,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7,Dune Real Estate Partners II LLC,No,"$1,000,001 - $5,000,000",Partnership Income,"$575,907 "
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1,Dune Real Estate Fund II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.1,"DR/SP Orlando JV Investor LLC (Lake Buena Vista, FL Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.2,"DK Santa Monica LLC (Santa Monica, CA Mixed-Use)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.3,"SDC Fairway Delta JV, LLC (Beaumont, CA Single Fam. Res. Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.4,"Dune FL Land I LLC (Tampa, FL Single Family Residential Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.5,DREP RRI LLC (47 Hotels across 21 states),No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.6,"DP Portfolio Investors, LLC (Washington, DC Multifamily)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.7,"DW MLB Owner LLC / DW MLB LLC (Melbourne, FL Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.8,"Dune FB LLC (Tampa, FL Single Family Residential Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.9,"Dune OW LLC (Irvine, CA Office Building)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.10,"DM Chesapeake LLC (Glen Burnie, MD Multifamily)",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.11,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.12,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.13,"Arioso Apartments (Dallas, TX Multifamily)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.14,"TDI/Dune Real Estate Investments LLC (Austin, TX Multifamily)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.1.15,"DR Mission Oaks LLC (Camarillo, CA Industrial)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.2,U.S. bank account (institution #1) ( restricted cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.3,U.S. bank account (institution #1) (cash),No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.4,Dune Real Estate Parallel Fund II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.5,Dune Parallel AIV II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.6,DREF II NA Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.7.7,DREF II International Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.8,Halo WeWin II LLC,No,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.9,Paulson Advantage LP,No,"$500,001 - $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.10,Dune Capital Partners III LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.10.1,Ratpac-Dune  Entertainment Holdings LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.10.1.1,Ratpac-Dune Entertainment LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.10.1.1.,WDR Films,No,,,
"Senate-confirmed/Mnuchin, Steven T",1,,,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.10.1.1.,Agreement with Warner Brothers,N/A,"$5,000,001 - $25,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",1.1,,,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.11,Dune Entertainment Partners LLC,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.12,East End Investors LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.12.1,"Bellport Investors I, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.12.1.1,"Bellport Mezz I, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.12.1.1.,"Bellport Property Investors I, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",1,,,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.12.1.1.,"Residential Real Estate located in Bellport, NY",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",1.1,,,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.13,HMBAP LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",27.24.13.1,Residential Real Estate located in California,N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",27.24.14,EMT Air LLC,N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28,The Steven T. Mnuchin 2000 Family Trust,No,,,
"Senate-confirmed/Mnuchin, Steven T",28.1,Berkshire Hathaway Inc. Class A Shares,N/A,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.2,Fairpoint Communications Inc. Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.3,General Electric Co. Common Shares,N/A,"Over $1,000,000",Dividends,"$50,001 - $100,000"
"Senate-confirmed/Mnuchin, Steven T",28.4,"The Goldman Sachs Group, Inc. Common Shares",N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",28.5,GS Financial Square Treasury Obligations Fund,Yes,"$250,001 - $500,000",,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",28.6,Idearc Inc. Common Shares,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.7,Lands' End Inc. Common Shares,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.8,Microsoft Corporation Common Shares,N/A,"Over $1,000,000",Dividends,"$50,001 - $100,000"
"Senate-confirmed/Mnuchin, Steven T",28.9,Sears Holding Corporation Common Shares,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.1,"Sears Hometown and Outlet Stores, Inc. Common Shares",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.11,Sears Canada Inc. Common Shares,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.12,Sears Holding Corp Warrants,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",28.13,Seritage Growth Properties Common Shares,N/A,"$100,001 - $250,000",Dividends,"$50,001 - $100,000"
"Senate-confirmed/Mnuchin, Steven T",28.14,Verizon Communications Inc. Common Shares,N/A,"Over $1,000,000",Dividends,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",28.15,Sears Holdings Corp. Bond,N/A,"$15,001 - $50,000",Interest,"$5,001 - $15,000"
"Senate-confirmed/Mnuchin, Steven T",28.16,Dune Capital Partners IV LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",28.16.1,Receivable from Relativity Holdings LLC,N/A,"None (or less than $1,001)",Interest,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",29,Dune Capital Manager LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",29.1,Dune Capital Partners II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",29.1.1,U.S. bank account (institution #1) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",30,Steven T. Mnuchin 2002 Family Trust,No,,,
"Senate-confirmed/Mnuchin, Steven T",30.1,"ESL Partners, LP",Yes,"Over $1,000,000",,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",31,"SHM Partners II, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",31.1,GS Financial Square Treasury Solutions Fund,Yes,"$250,001 - $500,000",,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",31.2,U.S. brokerage money market account (institution #2) (cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",32,SHM Investments LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",32.1,U.S. bank account (institution #1) (cash),N/A,"$500,001 - $1,000,000",Interest,"$5,001 - $15,000"
"Senate-confirmed/Mnuchin, Steven T",32.2,Dune Capital Partners II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",32.2.1,U.S. bank account (institution #1) (cash),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",32.3,Dune Capital Management LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",32.3.1,U.S. bank account (institution #1) (cash),N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",33,STM Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.1,GS Financial Square Treasury Obligations Fund,Yes,"None (or less than $1,001)",,"$1,001 - $2,500"
"Senate-confirmed/Mnuchin, Steven T",33.2,Dune Capital Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.2.1,Dune Capital LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.2.1.1,Dune Entertainment Holdings,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.2.1.1.1,Film Financing Agreement with Fox,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",33.3,Dune Real Estate Partners LLC,No,"None (or less than $1,001)",Partnership Income,"$8,182 "
"Senate-confirmed/Mnuchin, Steven T",33.3.1,Dune Real Estate Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.1,"Leonard/Fulton Holdings, LLC (New York City For-Sale Residential)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.2,New York Standard Hotel JV (New York City Hotel),No,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.3,"Co-Invest Hamlet Holdings B, LLC (Operating Company)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.3.1,Caesars Acquisition Company Shares,N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.4,"1186 Broadway, LLC (New York City Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.5,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.1.6,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.3.2,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4,Dune Real Estate Partners II LLC,No,"None (or less than $1,001)",Partnership Income,"$16,674 "
"Senate-confirmed/Mnuchin, Steven T",33.4.1,Dune Real Estate Fund II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.1,"DR/SP Orlando JV Investor LLC (Lake Buena Vista, FL Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.2,"DK Santa Monica LLC (Santa Monica, CA Mixed-Use)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.3,"SDC Fairway Delta JV, LLC (Beaumont, CA Single Fam. Res. Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.4,"Dune FL Land I LLC (Tampa, FL Single Family Residential Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.5,DREP RRI LLC (47 Hotels across 21 states),No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.6,"DP Portfolio Investors, LLC (Washington, DC Multifamily)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.7,"DW MLB Owner LLC / DW MLB LLC (Melbourne, FL Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.8,"Dune FB LLC (Tampa, FL Single Family Residential Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.9,"Dune OW LLC (Irvine, CA Office Building)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.10,"DM Chesapeake LLC (Glen Burnie, MD Multifamily)",No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.11,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.12,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.13,"Arioso Apartments (Dallas, TX Multifamily)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.14,"TDI/Dune Real Estate Investments LLC (Austin, TX Multifamily)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.1.15,"DR Mission Oaks LLC (Camarillo, CA Industrial)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.2,U.S. bank account (institution #1) (restricted cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.3,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.4,Dune Real Estate Parallel Fund II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.5,Dune Parallel AIV II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.6,DREF II NA Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.4.7,DREF II International Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.5,Dune Entertainment Partners LLC,N/A,"None (or less than $1,001)",Operating Income,"$65,038 "
"Senate-confirmed/Mnuchin, Steven T",33.6,Dune Capital Partners IV LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",33.6.1,Receivable from Relativity Holdings LLC,N/A,"None (or less than $1,001)",Interest,"$1,000,001 - $5,000,000"
"Senate-confirmed/Mnuchin, Steven T",33.7,Miscellaneous Income,N/A,"None (or less than $1,001)",Miscellaneous Income,$364 
"Senate-confirmed/Mnuchin, Steven T",34,Steven T. Mnuchin Inc.,No,,,
"Senate-confirmed/Mnuchin, Steven T",34.1,GS Financial Square Treasury Instruments Fund,Yes,"$500,001 - $1,000,000",,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",34.2,"Bridge Street Real Estate Fund 1998, L.P.",No,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",34.2.1,GS Financial Square Government Fund,Yes,,,
"Senate-confirmed/Mnuchin, Steven T",34.3,"Goldman Sachs Direct Investment Fund 2000, L.P.",No,"$15,001 - $50,000",Partnership Income,"$17,247 "
"Senate-confirmed/Mnuchin, Steven T",34.3.1,"Neos, Inc. (oil/gas exploration company)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.3.2,Sunus (Bermuda 1) Ltd. (advanced utility metering systems),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.3.3,SunGard Availability Services Capital Inc. (integrated software processing),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.3.4,GS Financial Square Government Fund,Yes,,,
"Senate-confirmed/Mnuchin, Steven T",34.4,"GS Capital Partners 2000 Employee Fund, L.P.",No,"$100,001 - $250,000",Partnership Income,"$154,421 "
"Senate-confirmed/Mnuchin, Steven T",34.4.1,"National Golf Properties (Sylmar, CA golf course)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.4.2,"Neos, Inc. (oil/gas exploration company)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.4.3,Sunsus (Bermuda 1) Ltd. (advanced utility metering systems),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.4.4,SunGard Availibility Services Capital Inc. (integrated software processing),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",34.4.5,GS Financial Square Government Fund,Yes,,,
"Senate-confirmed/Mnuchin, Steven T",34.5,"Bridge Street PEP Technology Fund 2000, L.P.",No,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",34.6,"Stone Street PEP Technology Fund 2000, L.P.",No,"$15,001 - $50,000",Partnership Income,"$45,284 "
"Senate-confirmed/Mnuchin, Steven T",35,Steven Mnuchin Dynasty Trust I,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.1,GS Financial Square Money Market Fund,Yes,"None (or less than $1,001)",,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",35.2,U.S. brokerage money market account (institution #2) (cash),N/A,"Over $1,000,000",Interest,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",35.3,"CIT Group, Inc.",N/A,"Over $1,000,000",Dividends,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",35.4,"CIT Group, Inc.",N/A,"None (or less than $1,001)",Capital Gains,"Over $1,000,000"
